Primary address,Secondary address,lat_grid,lon_grid
3200 n not reported hwy,e 32nd st,30.289,-97.723
5500 n not reported hwy,1100 e 51st st,30.311,-97.711
11027 lakeline mall dr,11027 lakeline mall dr,30.472,-97.801
8100 s ih 35 sb,8100 s ih 35 svrd sb,30.176,-97.78
1200 e anderson ln,1000 norwood park blvd,30.188,-97.686
7200 carver ave,1000 wilkes dr,30.332,-97.699
4100 s ih 35,e ben white blvd,30.215,-97.752
5700 w us 290 hwy,6200 joe tanner,30.237,-97.846
9000 research blvd nb blvd,burnet rd,30.369,-97.719
3200 lamar blvd,900 32nd st,30.301,-97.746
5300 cameron rd,broadmoor st,30.312,-97.707
1201 payton gin rd,parkfield dr,30.362,-97.709
3500 n mopac,w 35th st,30.306,-97.758
9600 n ih 35 hwy,slaughter ln,30.166,-97.785
11700 burnet rd,gault ln,30.4,-97.719
4700 todd ln,e st elmo rd,30.207,-97.74
1400 s s pleasant valley rd rd,2500 elmont dr dr,30.239,-97.719
12200 tech ridge blvd,n ih 35 svrd nb,30.4,-97.672
w parmer ln,spectrum,30.482,-97.767
600 e 15th st,1500 n ih 35 service road sb st,30.275,-97.734
2000 e e 12th st,1100 poquito st,30.274,-97.719
6500 s 1st st,500 w william cannon dr,30.198,-97.788
7100 s ih 35 sb,7100 s ih 35 svrd sb,30.185,-97.775
10400 s ih 35 svrd nb hwy,300 e slaughter creek overpass,30.167,-97.785
6800 n fm 620 rd rd,6800 fm 2222 rd rd,30.401,-97.856
12400 n research blvd blvd,12000 oak knoll dr dr,30.433,-97.766
1300 e riverside dr,1200 not reported,30.248,-97.735
2100 city park rd,pearce rd,30.332,-97.836
3600 manor rd,3700 berkman dr,30.289,-97.699
2800 s s capital of texas hwy nb hwy,4000 victory dr,30.233,-97.793
13000 n n ih35 svrd sb,parmer ln,30.422,-97.672
4700 n mopac expy,w 45th st,30.24,-97.819
7500 n lamar blvd,700 morrow st,30.249,-97.767
2200 n ih 35 svrd sb at ben white trn hwy,n martin luther king jr blvd,30.291,-97.722
900 s s mopac expy sb expy,2600 bee caves rd rd,30.266,-97.782
11000 n n sh 130 nb hwy,10000 e e us 290 hwy hwy,30.338,-97.59
1600 e e william cannon dr,s s ih 35,30.19,-97.771
1825 fm 1825 rd rd,1825 fm 1825 rd rd,30.447,-97.663
100 e yager ln,12300 tech ridge blvd,30.399,-97.669
1700 n ih 35 sb expy,600 e 15th st st,30.275,-97.731
4100 n ih 35 svrd nb,4100 n ih 35 svrd nb at 41st trn,30.297,-97.718
13460 n n us 183 hwy svrd sb,9600 anderson mill rd,30.444,-97.788
4100 n mopac expy nb,4500 n mopac expy nb,30.241,-97.817
1000 justin ln,6900 ryan dr,30.337,-97.721
1700 ohlen rd rd,8600 us hwy 183,30.363,-97.717
4300 ed bluestein blvd,e martin luther king jr blvd,30.28,-97.667
waterloo city ln,tinnin ford rd,30.243,-97.725
1700 cesar chavez,100 mopac sb ramp,30.272,-97.764
1700 woodland ave,1800 parker ln,30.238,-97.733
130 e e ben white blvd svrd eb rd,3800 s s congress ave,30.222,-97.763
13700 n not reported,13700 lake creek pkwy,30.46,-97.794
8600 not reported,6600 covered bridge,30.25,-97.894
2100 n n ih 35 upper deck sb hwy,1200 n e martin luther king jr blvd blvd,30.282,-97.728
1330 n us 183 hwy svrd nb,1000 lake creek pkwy,30.461,-97.794
13600 not reported,anderson mill rd,30.35,-97.713
3508 southridge dr,not reported,30.235,-97.778
13000 research blvd sb,10500 pecan park blvd,30.438,-97.778
7700 mopac expy,3500 w anderson ln,30.379,-97.738
7000 la crosse ave,10500 hansa rd,30.197,-97.899
1500 not reported,bastrop hwy,30.214,-97.661
5300 5315 ed bluestein blvd,5300 not reported,30.292,-97.664
7900 cameron rd,1400 e anderson svrd wb,30.334,-97.685
braker ln ln,kramer ln ln,30.391,-97.714
6500 balcones dr,3400 n mopac expy,30.346,-97.751
9600 e anderson mill rd rd,13000 s not reported,30.449,-97.791
4100 s us hwy 183 hwy,8400 burleson rd,30.19,-97.686
6400 river place blvd,enclave vista cv,30.389,-97.849
2500 n ih 35 hwy,1200 e dean keeton st,30.286,-97.725
3201 bee caves rd,1000 walsh tarlton ln,30.273,-97.8
2500 e oltorf st,s pleasant valley rd,30.228,-97.728
900 s ih 35,e 9th st,30.268,-97.734
10000 e us 290 svrd eb,130 svrd sb,30.34,-97.592
5500 e burleson rd,3000 judson rd,30.21,-97.725
4300 s mopac expy,2800 s capital of texas hwy,30.243,-97.81
5800 s s ih 35 proper nb hwy,1500 e stassney ln,30.198,-97.764
2400 w ben white blvd wb,s capital of texas hwy,30.216,-97.737
1100 e braker ln,11300 walnut ridge dr,30.374,-97.669
2500 e e oltorf,2500 pleasent valley rd,30.227,-97.728
8500 n lamar blvd,800 thurmond st,30.354,-97.704
1300 n chestnut st st,e e 13th st st,30.275,-97.716
research blvd svrd sb,burnet rd,30.373,-97.727
7300 e riverside dr,1700 coriander ln,30.22,-97.693
10500 not reported,not reported,30.404,-97.746
3800 s capital of tx hwy,3000 s mopac expy,30.25,-97.806
13700 w sh 45 wb,9200 n parmer ln,30.476,-97.768
8100 n fm 620 rd,wilson parke ave,30.418,-97.847
2300 allred,riddle,30.173,-97.83
s 8408 s ih35,barwood park,30.348,-97.694
2400 s s pleasant valley rd,2400 e e oltorf st,30.227,-97.728
3200 red bud trl,3300 stratford drive,30.291,-97.789
3800 s captitol of tx hwy,sheagate dr,30.243,-97.801
5900 berkman dr,briarcliff blvd,30.314,-97.693
3400 w w william cannon st,6800 brodie ln,30.214,-97.83
2000 e east riverside dr dr,1500 town creek dr dr,30.241,-97.728
12000 alterra pkwy,11900 mopac expy,30.406,-97.719
great hills trl,n us 183 hwy,30.394,-97.746
5300 n n ih 35 sb hwy,6100 e e us 290 hwy,30.32,-97.707
2200 n guadalupe st,400 e 23rd st st,30.286,-97.742
5100 n ih 35,1000 e 51st st,30.309,-97.711
400 e tamworth ave,4900 n old castle rd rd,30.209,-97.767
8100 cameron rd,not reported,30.337,-97.684
200 s not reported,245 hergotz ln,30.241,-97.689
5600 not reported,900 reinli st,30.315,-97.708
4800 not reported,e 49th st,30.306,-97.713
7503 scenic brook dr,8200 roan ln,30.237,-97.895
11521 n n fm 620 rd,11713 anderson mill rd,30.455,-97.826
4000 manchaca rd,2000 prather,30.234,-97.786
200 e 21 st,2100 speedway st,30.283,-97.737
e e martin luther king jr blvd blvd,e m franklin ave,30.284,-97.696
7900 n mopac expy,3500 westchester ave,30.363,-97.744
2700 s s capital of texas hwy sb hwy,walsh tarlton ln ln,30.258,-97.813
7800 fm 969 rd,5100 s nixon ln,30.28,-97.646
not reported,13900 research blvd,30.468,-97.797
7800 s s ih 35 nb,200 foremost dr,30.178,-97.779
400 w cesar chavez st,400 guadalupe st,30.264,-97.748
6100 la crosse ave ave,10400 escarpment blvd blvd,30.195,-97.885
3200 not reported,1100 woodward st,30.226,-97.746
7900 cameron,not reported,30.332,-97.687
2100 parker ln,1900 e e oltorf st,30.234,-97.736
211 e parmer lane ln,mccallen pass,30.405,-97.663
8200 n n mopac expy sb expy,3300 far west blvd,30.355,-97.747
5200 guadalupe st st,600 w north loop blvd,30.32,-97.727
9001 research blvd,9000 burnet rd,30.374,-97.728
1800 n lamar blvd,1300 w martin luther king blvd,30.284,-97.752
10700 manchaca rd rd,old manchaca rd,30.164,-97.83
1400 w howard ln,13400 n harrisglenn dr,30.406,-97.642
9400 not reported,9500 not reported,30.386,-97.743
5900 harwill cir,2300 wheeless ln,30.311,-97.685
not reported,braker ln,30.408,-97.745
2800 w 35th st,3400 hillview rd,30.312,-97.764
e sh 71 hwy,s fm 973 rd,30.202,-97.638
2400 not reported,4000 not reported,30.233,-97.794
w w parmer ln ln,silver creek dr dr,30.426,-97.715
5700 s shoal creek blvd,2700 allandale rd rd,30.335,-97.749
s ih 35 svrd nb,slaughter creek overpass,30.166,-97.786
13400 n n us 183 hwy svrd nb hwy,9500 anderson mill rd rd,30.444,-97.788
2200 w ben white blvd,4400 pack saddle,30.232,-97.792
prospect ave,e 9th st,30.263,-97.718
2200 s us 183 hwy,e e riverside dr dr,30.217,-97.683
8000 n mopac expy,far west blvd,30.354,-97.748
10700 n 183 hwy,4800 w braker ln,30.4,-97.746
5200 w william cannon dr dr,6800 robert dixon dr dr,30.225,-97.852
angus rd,thunder creek dr,30.416,-97.743
701 e stassney ln,700 mira dr,30.2,-97.766
2400 e riverside dr,willow hill dr,30.236,-97.725
4400 s ih 35 svc rd hwy,800 e ben white blvd,30.217,-97.752
7300 w w sh 71,6900 scenic brook dr,30.239,-97.88
e 2nd st,adam l chapa sr st,30.258,-97.723
10000 n cap tx hwy hwy,n stonelake blvd,30.391,-97.739
700 e cesar chavez st,100 ih 35 svrd nb,30.261,-97.737
11119 s 1st st,200 e fm 1626 rd,30.144,-97.805
14000 n 183a sb to sh 45 eb ramp,9400 w parmer ln,30.476,-97.767
12200 n n mopac expy toll nb,12550 w w parmer ln ln,30.416,-97.706
4400 mount vernon dr,plateau cir,30.222,-97.778
1300 w w slaughter ln,9600 bilboa pl,30.174,-97.817
13700 n us 183 hwy,lake creek pkwy,30.461,-97.794
10000 e e us 290 hwy svrd eb,11400 n sh 130 svrd sb,30.34,-97.592
4613 jinx ave,hank ave,30.22,-97.781
1550 n ih 35 sb,800 e 15th st,30.275,-97.731
peco st,windsor rd,30.289,-97.756
12500 n mopac expy,25000 w parmer ln,30.42,-97.704
3500 n mopac expy,100 w 35th to mopac nb ramp,30.248,-97.807
3200 guadalupe st,600 w 32nd st st,30.299,-97.741
80 not reported,700 river st,30.259,-97.737
6600 w u s hwy 290w hwy,6500 w william cannon dr,30.234,-97.865
13800 n us hwy 183 svrd sb,10000 e pecan park blvd,30.465,-97.796
1300 n n ih 35 sb hwy,700 w w 12th st,30.272,-97.732
11300 jollyville rd,not reported,30.411,-97.748
3700 s mopac expressway expy,3500 s s capital of texas hwy sb hwy,30.246,-97.808
200 bastrop hwy nb,vargas rd,30.241,-97.689
1207 w 24th st,2400 longview st,30.288,-97.751
7200 s ih 35 svrd sb,690 corral ln,30.184,-97.776
10300 n lamar blvd,masterson pass rd,30.371,-97.693
9900 brodie ln,3500 w slaughter ln,30.187,-97.848
5500 f ave,w w 55th st,30.32,-97.719
n ih35 svrd sb,e mlk jr blvd,30.279,-97.73
100 e ben white blvd,4100 s congress ave,30.223,-97.763
13500 n dessau rd rd,howard ln,30.404,-97.638
1500 wells branch pkwy,14800 n ih 35 svrd,30.44,-97.669
3300 not reported,1700 e ben white blvd svrd wb,30.217,-97.751
5120 s mopac express way expy,5050 w w us 290 hwy eb hwy,30.235,-97.826
7800 research blvd proper,n lamar blvd,30.348,-97.713
not reported,riverside dr,30.251,-97.736
8500 e us 290 hwy svrd eb hwy,8200 tuscany way way,30.328,-97.659
3000 s mopac loop,3200 capital of texas hwy,30.39,-97.734
research blvd svrd nb,research svrd nb at braker trn,30.4,-97.745
1100 airport blvd blvd,1000 springdale rd rd,30.265,-97.695
13100 s s ih 35 srvc nb to 1327 eb hwy,900 e fm 1327 rd rd,30.245,-97.734
14000 fm620,w parmer ln,30.477,-97.765
4300 bremner dr dr,4400 w slaughter ln ln,30.193,-97.859
9300 e e parmer ln,9300 e us 290 hwy,30.344,-97.58
800 e braker ln,11000 n ih 35 svrd nb,30.377,-97.675
4100 s 1st st,800 w ben white blvd,30.227,-97.769
3800 ed bluestein blvd blvd,6000 techni center dr dr,30.272,-97.669
200 w martin luther king jr blvd,1800 n colorado st,30.281,-97.741
4700 s 4700 s congress ave ave,100 w west st elmo rd,30.218,-97.767
hancock dr,burnet rd,30.323,-97.741
8100 research blvd svrd sb,anderson square,30.356,-97.715
1700 s lakeshore dr,1700 e riverside dr,30.245,-97.73
600 e riverside,alameda,30.251,-97.74
407 w w elizabeth st st,1500 s s 1st st st,30.25,-97.753
5000 s s ih 35 nb,not reported,30.213,-97.753
900 e e anderson ln svrd wb,n not reported,30.34,-97.701
3000 s s mopac expy nb,3800 s capital of texas hwy nb,30.26,-97.795
not reported,236 n ih35 hwy,30.283,-97.727
6000 n n ih 35 svrd sb hwy,900 e e us 290 hwy hwy,30.323,-97.706
5100 manor rd,5000 e 51st st,30.298,-97.687
2700 n mopac expy,1800 westover rd,30.255,-97.804
4400 s lamar blvd,2400 w ben white blvd,30.234,-97.797
900 e e anderson ln svrd wb ln,not reported,30.338,-97.697
4200 todd ln,2500 business center dr,30.212,-97.737
8800 s 1st st,ralph ablanedo dr,30.175,-97.799
100 e ben white wb at s congress trn,w s congress ave blvd,30.222,-97.764
7300 manor rd rd,7300 ed bluestein blvd svrd nb blvd,30.316,-97.663
512 e e riverside dr,newning ave,30.255,-97.745
11500 n mopac expy svrd sb,duval rd,30.406,-97.725
3700 cherrywood rd,1700 e 38th st,30.291,-97.714
700 e william cannon dr,parking lot,30.191,-97.773
12300 riata trace pkwy,12400 alameda trace cir,30.429,-97.749
2200 n ih 35 sb hwy,e martin luther king blvd,30.291,-97.722
4904 dove springs dr,flicker ln,30.185,-97.747
2000 e anderson ln,not reported,30.354,-97.727
12900 n us 183 hwy sb,8312 fathom cir,30.422,-97.748
5800 manchaca rd,5800 manchaca rd,30.214,-97.801
11300 lakeline blvd,14000 not reported,30.48,-97.801
guadalupe st,w 30th st,30.296,-97.742
300 w rundberg ln,9300 georgian dr,30.361,-97.693
800 w w st elmo rd,4400 vinson dr,30.223,-97.777
4700 e martin luther king,springdale rd,30.286,-97.681
5500 rain creek pkwy,9510 golden hills cir,30.398,-97.762
congress,william cannon dr,30.193,-97.779
5000 southwest parkway pkwy,3900 s mopac expy,30.241,-97.835
2300 n dove dr,2200 e e stassney ln ln,30.193,-97.754
5400 s ed bluestein blvd sb blvd,5400 e e 51st st,30.292,-97.664
600 n n ih 35 svrd,700 e 6th st,30.266,-97.735
5000 savorey ln,4900 teal trl,30.172,-97.756
2500 e ben white blvd,2500 burleson ln,30.215,-97.736
10515 n mopac expy,10100 n capital of texas hwy,30.252,-97.804
1000 ed bluestein blvd sb,bolm rd,30.254,-97.679
100 sandra muraida way,900 electric dr,30.266,-97.755
13700 n n us 183 hwy svrd sb,13700 anderson mill rd,30.478,-97.782
9421 w w parmer ln,spectrum dr dr,30.482,-97.767
100 w anderson ln svrd eb,7900 georgian dr,30.344,-97.705
3200 grisham trl,2700 n pace bend rd,30.186,-97.841
11926 n ih 35 svrd sb,11804 sandpiper ave,30.385,-97.674
12400 not reported,3000 oak creek,30.423,-97.704
1100 airport blvd blvd,900 springdale rd,30.266,-97.696
4400 riverside dr,1900 s pleasant valley dr,30.234,-97.722
2304 dove springs dr dr,2478 wagon crossing path dr,30.191,-97.757
11100 staked plains dr,post trl,30.491,-97.79
2400 n mopac nb expy,2500 westover rd,30.298,-97.758
1500 not reported,2200 spirit of texas dr,30.222,-97.678
1100 n ih 35 svrd nb,100 e e 12th st st,30.272,-97.732
parmer lane ln,mcneil drive dr,30.444,-97.742
900 guadalupe st,400 w w 9th st,30.272,-97.745
9900 n capital of tx hwy,unknown,30.391,-97.74
1200 e e braker ln,11300 january dr,30.373,-97.668
5500 w us hwy 290 w austin hwy,4900 e monterey oaks blvd blvd,30.237,-97.841
6000 n mopac expy sb,5900 n mopac expy sb,30.341,-97.754
8600 spicewood springs rd,12800 n us 183 hwy svrd sb,30.432,-97.775
1300 s barton skwy to mopac sb ramp,barton skwy to mopac sb ramp,30.263,-97.791
1600 e e sh 71,2300 spirit of texas dr,30.213,-97.658
2300 n ih 35,1100 e dean keeton st,30.287,-97.725
12200 s ih 35 nb,onioncreek pky pkwy,30.13,-97.8
9000 research blvd,burnet rd,30.375,-97.73
3700 s ih 35 hwy,200 e ben white blvd,30.216,-97.751
w w us 290 hwy hwy,w w william cannon dr dr,30.22,-97.837
10100 s old san antonio rd,not reported,30.149,-97.799
7300 lazy creek dr dr,7500 pecan brook dr dr,30.314,-97.658
900 s bastrop hwy sb,900 jet ln,30.229,-97.683
2900 lakeline,heb entrance,30.478,-97.806
12000 n mopac expy,duval st,30.408,-97.719
9800 not reported,7000 ribelin ranch dr,30.392,-97.831
7600 n mopac loop,4200 w northland dr dr,30.333,-97.756
15th st,1500 lavaca st,30.278,-97.742
9800 e us 290 hwy,10495 decker ln,30.337,-97.6
e ben white blvd svrd wb,s ih 35 svrd sb,30.217,-97.752
700 n n ih 35 svrd sb hwy,700 e 8th st,30.268,-97.734
3300 davis ln,brodie ln,30.196,-97.843
5000 e riverside farms rd,e riverside dr,30.23,-97.714
6300 n n ih 35 sb hwy,6100 e e us 290 hwy wb,30.336,-97.702
10720 burnet rd,2570 w braker ln,30.393,-97.721
s lamar blvd svrd nb,w ben white blvd svrd eb,30.234,-97.797
600 w 8th st,west ave,30.272,-97.75
2200 e 21st st,2100 coleto st,30.282,-97.719
6004 nelson oaks dr dr,8900 indigo sky dr,30.284,-97.628
2100 e ben white hwy,2000 s woodward st,30.231,-97.79
0 e ben white blvd,not reported,30.223,-97.763
8100 e e ben white blvd eb blvd,8100 e e ben white blvd wb blvd,30.22,-97.688
8100 n ih 35 fwy,800 ritherford dr,30.344,-97.697
4800 n berkman dr dr,1600 w barbara jordan blvd blvd,30.302,-97.7
10600 n mopac blvd,3700 w braker,30.396,-97.733
500 w 18th st,1800 s nueces st,30.281,-97.744
1800 brandt,9900 s ih35 svrd hwy,30.158,-97.79
800 fairfield dr,bridgeport dr,30.357,-97.704
1900 e ben white blvd svrd wb,2200 woodward st,30.217,-97.746
7700 manchaca rd,1900 keilbar ln,30.195,-97.81
6600 u s 290 frontage rd,7200 berkman dr dr,30.322,-97.688
6700 e us 290 hwy,6700 e us 290 hwy,30.322,-97.692
600 w w slaughter ln,s 1st st,30.173,-97.801
5900 n research blvd,loop 360 rd,30.422,-97.748
800 san jacinto,200 e 8th st,30.269,-97.74
2300 guadalupe st,400 w 24th st,30.287,-97.742
4400 n mount bonnell rd,4300 w island ave ave,30.334,-97.776
1200 radam cir cir,5400 salem hill dr dr,30.215,-97.789
11000 gerogian dr,100 victor st,30.377,-97.683
1300 e 51st st,5100 lancaster dr,30.307,-97.706
1500 s lamar blvd,1600 collier st,30.251,-97.765
2600 w w slaughter ln,2600 riddle rd,30.177,-97.835
7100 n mcneil dr dr,12200 n jeckel ci cir,30.436,-97.763
5100 duval st,500 e 51st st,30.314,-97.72
8700 west gate blvd,davis ln,30.191,-97.833
1800 e st elmo rd,4200 freidrich ln,30.211,-97.749
11400 four points dr,7400 n fm 620 rd,30.407,-97.852
8700 research blvd,7900 payton gin rd,30.366,-97.718
3000 n ih 35 nb propper,3200 e e 32nd st st,30.287,-97.725
1000 nueces st,500 w 11th st,30.274,-97.747
10400 s 1st st,caperdown elm dr,30.155,-97.8
1500 e hwy 71,1000 s us 183,30.222,-97.677
1600 s s ih 35 nb hwy,1600 e e ben white blvd wb blvd,30.217,-97.75
w w slaughter ln,manchaca rd,30.174,-97.824
8400 s nuckols crossing rd,7800 s tee dr dr,30.159,-97.751
100 denson dr,6200 airport blvd,30.327,-97.716
100 w dean keeton st,2600 wichita st,30.29,-97.738
n ih 35 sb,center ridge dr,30.414,-97.673
11400 fm 2222,n fm 620,30.403,-97.853
5725 e e parmer ln,12246 harris branch pkwy,30.369,-97.613
400 ed bluestein blvd nb,6300 levander wb at airport trn,30.249,-97.689
1300 e anderson ln svrd wb,7800 cameron rd,30.337,-97.694
13900 n not reported hwy,11000 lakeline mall dr,30.47,-97.798
15100 fm 1825,w wells branch pkwy,30.444,-97.665
9300 research blvd,stonelake blvd,30.381,-97.741
w anderson ln,northcrest blvd,30.344,-97.705
9400 burnet rd,9400 waterford centre blvd,30.378,-97.725
w w anderson ln svrd wb,s n lamar blvd blvd,30.348,-97.713
2200 w w william cannon dr,wispering oaks dr,30.204,-97.81
13880 n us 183 hwy,13100 n fm 620 rd,30.469,-97.797
3800 ed bluestein blvd nb blvd,6100 techni center dr dr,30.274,-97.668
5300 n mopac expy nb,5400 n mopac to northland exit ramp,30.234,-97.828
400 e rundberg ln,northcreek dr,30.36,-97.691
n ih 35 hwy,e e 8th st,30.268,-97.734
500 s s us hwy nb,thompson ln ln,30.238,-97.687
6900 n ih 35 hwy,6300 e us 290 hwy,30.324,-97.706
6800 ed bluestein nb blvd,e us 290 hwy,30.315,-97.663
2000 guadalupe st,300 w 21st st,30.282,-97.742
1500 e e sh 71 wb,1500 brandt dr dr,30.222,-97.677
2400 e e riverside dr dr,1919 s s pleasant valley dr dr,30.234,-97.724
509 s s lamar blvd sb,1200 n barton springs rd,30.261,-97.758
12000 n ih 35 svrd nb hwy,bowery trl,30.387,-97.672
11400 sh 130 svrd,10000 hwy 290 svrd,30.34,-97.592
4000 n lamar blvd,w 41st st,30.309,-97.741
6700 n ih 35 hwy,900 e keonig ln,30.321,-97.707
1000 springdale rd,1120 airport blvd,30.265,-97.696
11900 metric blvd blvd,11900 stonehollow dr,30.4,-97.704
2900 n capital of texas nb,2800 waymaker,30.328,-97.811
11600 n n ih 35 sb hwy,700 w w braker ln ln,30.379,-97.675
800 koenig ln svrd wb ln,800 clayton ln,30.322,-97.709
1100 e st johns ave,meador ave,30.329,-97.696
11100 s ih 35 svrd sb hwy,700 e fm 1626 rd,30.141,-97.796
7200 n mopac expy,3300 farwest blvd,30.354,-97.747
12500 tech ridge blvd blvd,canyon ridge dr,30.4,-97.661
6300 felix ave,800 montopolis dr,30.236,-97.697
11400 s s ih 35 nb,onion creek pkwy,30.137,-97.797
9900 n fm 620 rd,11700 boulder ln,30.438,-97.837
1300 n n mopac nb loop,0 n n mopac nb to windsor ramp loop,30.262,-97.794
